50 364.366 0 7491.16
100 727.876 0 7464.68
150 1089.67 0 7420.61
200 1448.91 0 7359.05
250 1804.74 0 7280.15
300 2156.33 0 7184.1
350 2502.85 0 7071.12
400 2843.49 0 6941.47
450 3177.43 0 6795.47
500 3503.91 0 6633.45
550 3822.15 0 6455.79
600 4131.4 0 6262.91
650 4430.93 0 6055.27
700 4720.04 0 5833.35
750 4998.04 0 5597.67
800 5264.28 0 5348.8
850 5518.14 0 5087.31
900 5759.02 0 4813.82
950 5986.34 0 4528.98
1000 6199.58 0 4233.45
1050 6398.23 0 3927.94
1100 6581.82 0 3613.17
1150 6749.92 0 3289.87
1200 6902.14 0 2958.81
1250 7038.12 0 2620.77
1300 7157.53 0 2276.55
1350 7260.1 0 1926.97
1400 7345.6 0 1572.83
1450 7413.81 0 1214.99
1500 7464.59 0 854.288
1550 7497.81 0 491.57
1600 7513.4 0 127.693
1650 7511.34 0 -236.485
1700 7491.61 0 -600.106
1750 7454.29 0 -962.313
1800 7399.46 0 -1322.25
1850 7327.25 0 -1679.08
1900 7237.84 0 -2031.96
1950 7131.44 0 -2380.06
2000 7008.32 0 -2722.57
2050 6868.76 0 -3058.67
2100 6713.09 0 -3387.58
2150 6541.7 0 -3708.54
2200 6354.98 0 -4020.8
2250 6153.39 0 -4323.61
2300 5937.39 0 -4616.28
2350 5707.49 0 -4898.13
2400 5464.25 0 -5168.5
2450 5208.24 0 -5426.75
2500 4940.06 0 -5672.29
2550 4660.33 0 -5904.55
2600 4369.72 0 -6122.99
2650 4068.91 0 -6327.1
2700 3758.61 0 -6516.42
2750 3439.54 0 -6690.5
2800 3112.45 0 -6848.93
2850 2778.1 0 -6991.37
2900 2437.27 0 -7117.47
2950 2090.77 0 -7226.94
3000 1739.39 0 -7319.54
3050 1383.97 0 -7395.04
3100 1025.31 0 -7453.28
3150 664.275 0 -7494.12
3200 301.689 0 -7517.47
3250 -61.5996 0 -7523.27
3300 -424.745 0 -7511.52
3350 -786.901 0 -7482.23
3400 -1147.22 0 -7435.47
3450 -1504.88 0 -7371.36
3500 -1859.02 0 -7290.03
3550 -2208.84 0 -7191.69
3600 -2553.51 0 -7076.55
3650 -2892.22 0 -6944.87
3700 -3224.2 0 -6796.97
3750 -3548.66 0 -6633.19
3800 -3864.84 0 -6453.89
3850 -4172 0 -6259.51
3900 -4469.43 0 -6050.48
3950 -4756.42 0 -5827.29
4000 -5032.31 0 -5590.46
4050 -5296.43 0 -5340.54
4100 -5548.18 0 -5078.11
4150 -5786.96 0 -4803.78
4200 -6012.2 0 -4518.18
4250 -6223.37 0 -4221.99
4300 -6419.97 0 -3915.89
4350 -6601.54 0 -3600.6
4400 -6767.64 0 -3276.86
4450 -6917.88 0 -2945.41
4500 -7051.9 0 -2607.05
4550 -7169.38 0 -2262.56
4600 -7270.04 0 -1912.74
4650 -7353.64 0 -1558.43
4700 -7419.97 0 -1200.44
4750 -7468.88 0 -839.636
4800 -7500.24 0 -476.851
4850 -7513.97 0 -112.944
4900 -7510.05 0 251.231
4950 -7488.47 0 614.812
5000 -7449.28 0 976.945
5050 -7392.57 0 1336.78
5100 -7318.47 0 1693.45
5150 -7227.16 0 2046.14
5200 -7118.84 0 2394
5250 -6993.77 0 2736.21
5300 -6852.25 0 3071.97
5350 -6694.6 0 3400.48
5400 -6521.19 0 3720.98
5450 -6332.44 0 4032.69
5500 -6128.79 0 4334.89
5550 -5910.71 0 4626.87
5600 -5678.72 0 4907.94
5650 -5433.37 0 5177.42
5700 -5175.24 0 5434.7
5750 -4904.93 0 5679.16
5800 -4623.08 0 5910.23
5850 -4330.36 0 6127.36
5900 -4027.45 0 6330.05
5950 -3715.07 0 6517.81
6000 -3393.95 0 6690.21
6050 -3064.85 0 6846.84
6100 -2728.54 0 6987.33
6150 -2385.82 0 7111.35
6200 -2037.49 0 7218.61
6250 -1684.36 0 7308.86
6300 -1327.28 0 7381.89
6350 -967.079 0 7437.53
6400 -604.604 0 7475.64
6450 -240.707 0 7496.14
6500 123.755 0 7498.98
6550 487.926 0 7484.15
6600 850.951 0 7451.69
6650 1211.97 0 7401.67
6700 1570.15 0 7334.21
6750 1924.63 0 7249.47
6800 2274.59 0 7147.64
6850 2619.21 0 7028.97
6900 2957.66 0 6893.74
6950 3289.16 0 6742.26
7000 3612.92 0 6574.88
7050 3928.19 0 6392.01
7100 4234.22 0 6194.07
7150 4530.29 0 5981.53
7200 4815.71 0 5754.88
7250 5089.79 0 5514.66
7300 5351.9 0 5261.44
7350 5601.42 0 4995.81
7400 5837.76 0 4718.39
7450 6060.36 0 4429.85
7500 6268.7 0 4130.86
7550 6462.28 0 3822.12
7600 6640.67 0 3504.37
7650 6803.42 0 3178.36
7700 6950.16 0 2844.84
7750 7080.55 0 2504.62
7800 7194.28 0 2158.49
7850 7291.08 0 1807.27
7900 7370.73 0 1451.79
7950 7433.05 0 1092.88
8000 7477.88 0 731.401
8050 7505.12 0 368.196
8100 7514.73 0 4.12257
8150 7506.66 0 -359.96
8200 7480.96 0 -723.195
8250 7437.69 0 -1084.73
8300 7376.94 0 -1443.71
8350 7298.88 0 -1799.29
8400 7203.68 0 -2150.63
8450 7091.58 0 -2496.92
8500 6962.84 0 -2837.34
8550 6817.78 0 -3171.09
8600 6656.74 0 -3497.39
8650 6480.1 0 -3815.48
8700 6288.28 0 -4124.61
8750 6081.75 0 -4424.06
8800 5860.98 0 -4713.14
8850 5626.5 0 -4991.16
8900 5378.86 0 -5257.48
8950 5118.65 0 -5511.49
9000 4846.48 0 -5752.59
9050 4562.99 0 -5980.22
9100 4268.84 0 -6193.85
9150 3964.74 0 -6393
9200 3651.38 0 -6577.19
9250 3329.5 0 -6746.01
9300 2999.86 0 -6899.06
9350 2663.23 0 -7035.98
9400 2320.39 0 -7156.47
9450 1972.14 0 -7260.25
9500 1619.3 0 -7347.07
9550 1262.68 0 -7416.74
9600 903.129 0 -7469.09
9650 541.471 0 -7504.01
9700 178.552 0 -7521.41
9750 -184.782 0 -7521.25
9800 -547.687 0 -7503.55
9850 -909.316 0 -7468.32
9900 -1268.83 0 -7415.66
9950 -1625.38 0 -7345.7
10000 -1978.15 0 -7258.58
10050 -2326.31 0 -7154.5
10100 -2669.05 0 -7033.72
10150 -3005.57 0 -6896.51
10200 -3335.09 0 -6743.18
10250 -3656.82 0 -6574.09
10300 -3970.03 0 -6389.63
10350 -4273.97 0 -6190.22
10400 -4567.94 0 -5976.34
10450 -4851.24 0 -5748.46
10500 -5123.2 0 -5507.13
10550 -5383.2 0 -5252.9
10600 -5630.62 0 -4986.36
10650 -5864.86 0 -4708.13
10700 -6085.39 0 -4418.86
10750 -6291.67 0 -4119.23
10800 -6483.23 0 -3809.93
10850 -6659.6 0 -3491.69
10900 -6820.36 0 -3165.24
10950 -6965.14 0 -2831.36
11000 -7093.58 0 -2490.83
11050 -7205.39 0 -2144.43
11100 -7300.28 0 -1793
11150 -7378.05 0 -1437.34
11200 -7438.48 0 -1078.31
11250 -7481.45 0 -716.73
11300 -7506.83 0 -353.466
11350 -7514.58 0 10.6302
11400 -7504.66 0 374.702
11450 -7477.1 0 737.89
11500 -7431.95 0 1099.34
11550 -7369.33 0 1458.2
11600 -7289.37 0 1813.62
11650 -7192.26 0 2164.76
11700 -7078.22 0 2510.79
11750 -6947.53 0 2850.91
11800 -6800.5 0 3184.3
11850 -6637.46 0 3510.18
11900 -6458.79 0 3827.78
11950 -6264.93 0 4136.35
12000 -6056.33 0 4435.16
12050 -5833.47 0 4723.51
12100 -5596.89 0 5000.72
12150 -5347.13 0 5266.14
12200 -5084.8 0 5519.13
12250 -4810.5 0 5759.11
12300 -4524.88 0 5985.51
12350 -4228.62 0 6197.8
12400 -3922.41 0 6395.47
12450 -3606.98 0 6578.07
12500 -3283.07 0 6745.15
12550 -2951.43 0 6896.34
12600 -2612.86 0 7031.28
12650 -2268.14 0 7149.65
12700 -1918.09 0 7251.16
12750 -1563.53 0 7335.59
12800 -1205.29 0 7402.74
12850 -844.222 0 7452.44
12900 -481.168 0 7484.58
12950 -116.984 0 7499.09
13000 247.476 0 7495.93
13050 611.354 0 7475.11
13100 973.795 0 7436.67
13150 1333.95 0 7380.72
13200 1690.96 0 7307.37
13250 2044 0 7216.81
13300 2392.24 0 7109.24
13350 2734.85 0 6984.92
13400 3071.03 0 6844.13
13450 3399.99 0 6687.21
13500 3720.96 0 6514.53
13550 4033.17 0 6326.5
13600 4335.9 0 6123.55
13650 4628.43 0 5906.16
13700 4910.07 0 5674.85
13750 5180.16 0 5430.15
13800 5438.06 0 5172.65
13850 5683.17 0 4902.95
13900 5914.91 0 4621.69
13950 6132.73 0 4329.52
14000 6336.11 0 4027.15
14050 6524.59 0 3715.27
14100 6697.71 0 3394.63
14150 6855.07 0 3065.99
14200 6996.3 0 2730.11
14250 7121.07 0 2387.79
14300 7229.08 0 2039.84
14350 7320.09 0 1687.09
14400 7393.87 0 1330.35
14450 7450.27 0 970.477
14500 7489.14 0 608.317
14550 7510.4 0 244.723
14600 7514.01 0 -119.447
14650 7499.96 0 -483.336
14700 7468.29 0 -846.087
14750 7419.07 0 -1206.85
14800 7352.43 0 -1564.76
14850 7268.53 0 -1919
14900 7167.57 0 -2268.72
14950 7049.8 0 -2613.11
15000 6915.49 0 -2951.35
15050 6764.97 0 -3282.66
15100 6598.59 0 -3606.26
15150 6416.75 0 -3921.39
15200 6219.89 0 -4227.31
15250 6008.47 0 -4523.32
15300 5782.99 0 -4808.72
15350 5543.99 0 -5082.84
15400 5292.02 0 -5345.05
15450 5027.68 0 -5594.75
15500 4751.6 0 -5831.34
15550 4464.42 0 -6054.28
15600 4166.82 0 -6263.05
15650 3859.49 0 -6457.17
15700 3543.16 0 -6636.19
15750 3218.57 0 -6799.7
15800 2886.47 0 -6947.32
15850 2547.64 0 -7078.71
15900 2202.88 0 -7193.56
15950 1852.98 0 -7291.61
16000 1498.77 0 -7372.63
16050 1141.06 0 -7436.44
16100 780.703 0 -7482.89
16150 418.523 0 -7511.87
16200 55.3679 0 -7523.32
16250 -307.916 0 -7517.21
16300 -670.482 0 -7493.56
16350 -1031.49 0 -7452.41
16400 -1390.09 0 -7393.87
16450 -1745.46 0 -7318.06
16500 -2096.75 0 -7225.16
16550 -2443.17 0 -7115.4
16600 -2783.89 0 -6989.01
16650 -3118.12 0 -6846.29
16700 -3445.08 0 -6687.57
16750 -3764.01 0 -6513.22
16800 -4074.15 0 -6323.64
16850 -4374.79 0 -6119.27
16900 -4665.22 0 -5900.58
16950 -4944.75 0 -5668.08
17000 -5212.73 0 -5422.31
17050 -5468.52 0 -5163.83
17100 -5711.54 0 -4893.26
17150 -5941.19 0 -4611.21
17200 -6156.94 0 -4318.35
17250 -6358.28 0 -4015.36
17300 -6544.74 0 -3702.94
17350 -6715.86 0 -3381.83
17400 -6871.24 0 -3052.77
17450 -7010.52 0 -2716.54
17500 -7133.35 0 -2373.93
17550 -7239.45 0 -2025.73
17600 -7328.55 0 -1672.77
17650 -7400.46 0 -1315.87
17700 -7454.98 0 -955.874
17750 -7491.99 0 -593.628
17800 -7511.4 0 -229.984
17850 -7513.15 0 134.203
17900 -7497.24 0 498.073
17950 -7463.7 0 860.769
18000 -7412.61 0 1221.44
18050 -7344.09 0 1579.22
18100 -7258.28 0 1933.29
18150 -7155.4 0 2282.79
18200 -7035.69 0 2626.91
18250 -6899.41 0 2964.84
18300 -6746.9 0 3295.77
18350 -6578.52 0 3618.92
18400 -6394.65 0 3933.54
18450 -6195.73 0 4238.88
18500 -5982.23 0 4534.22
18550 -5754.65 0 4818.87
18600 -5513.53 0 5092.15
18650 -5259.44 0 5353.42
18700 -4992.97 0 5602.06
18750 -4714.76 0 5837.5
18800 -4425.45 0 6059.17
18850 -4125.73 0 6266.55
18900 -3816.31 0 6459.15
18950 -3497.92 0 6636.53
19000 -3171.29 0 6798.27
19050 -2837.21 0 6943.98
19100 -2496.46 0 7073.33
19150 -2149.84 0 7186
19200 -1798.17 0 7281.74
19250 -1442.27 0 7360.33
19300 -1082.97 0 7421.57
19350 -721.135 0 7465.32
19400 -357.602 0 7491.48
19450 6.77202 0 7500
19500 371.13 0 7490.84
19550 734.616 0 7464.03
19600 1096.37 0 7419.64
19650 1455.56 0 7357.77
19700 1811.32 0 7278.56
19750 2162.82 0 7182.2
19800 2509.24 0 7068.91
19850 2849.75 0 6938.96
19900 3183.57 0 6792.66
19950 3509.9 0 6630.36
20000 3827.98 0 6452.42
20050 4137.06 0 6259.27
20100 4436.4 0 6051.36
20150 4725.31 0 5829.19
20200 5003.1 0 5593.28
20250 5269.13 0 5344.17
20300 5522.75 0 5082.46
20350 5763.39 0 4808.76
20400 5990.46 0 4523.73
20450 6203.43 0 4228.02
20500 6401.81 0 3922.34
20550 6585.12 0 3607.41
20600 6752.94 0 3283.97
20650 6904.86 0 2952.78
20700 7040.54 0 2614.63
20750 7159.65 0 2270.32
20800 7261.92 0 1920.64
20850 7347.1 0 1566.45
20900 7415.01 0 1208.55
20950 7465.47 0 847.81
21000 7498.37 0 485.07
21050 7513.65 0 121.186
21100 7511.27 0 -242.983
21150 7491.23 0 -606.58
21200 7453.6 0 -968.748
21250 7398.45 0 -1328.64
21300 7325.94 0 -1685.4
21350 7236.23 0 -2038.19
21400 7129.53 0 -2386.19
21450 7006.11 0 -2728.58
21500 6866.27 0 -3064.56
21550 6710.33 0 -3393.34
21600 6538.66 0 -3714.14
21650 6351.68 0 -4026.23
21700 6149.83 0 -4328.87
21750 5933.58 0 -4621.35
21800 5703.45 0 -4903
21850 5459.98 0 -5173.15
21900 5203.75 0 -5431.18
21950 4935.36 0 -5676.49
22000 4655.44 0 -5908.51
22050 4364.65 0 -6126.7
22100 4063.67 0 -6330.56
22150 3753.21 0 -6519.61
22200 3434 0 -6693.41
22250 3106.77 0 -6851.57
22300 2772.31 0 -6993.72
22350 2431.38 0 -7119.53
22400 2084.78 0 -7228.71
22450 1733.33 0 -7321
22500 1377.84 0 -7396.21
22550 1019.14 0 -7454.15
22600 658.067 0 -7494.68
22650 295.462 0 -7517.72
22700 -67.8314 0 -7523.22
22750 -430.967 0 -7511.15
22800 -793.098 0 -7481.56
22850 -1153.38 0 -7434.5
22900 -1510.98 0 -7370.08
22950 -1865.06 0 -7288.46
23000 -2214.79 0 -7189.81
23050 -2559.37 0 -7074.38
23100 -2897.98 0 -6942.42
23150 -3229.83 0 -6794.23
23200 -3554.15 0 -6630.17
23250 -3870.18 0 -6450.61
23300 -4177.18 0 -6255.96
23350 -4474.44 0 -6046.67
23400 -4761.24 0 -5823.24
23450 -5036.93 0 -5586.17
23500 -5300.85 0 -5336.03
23550 -5552.37 0 -5073.38
23600 -5790.92 0 -4798.84
23650 -6015.92 0 -4513.04
23700 -6226.84 0 -4216.67
23750 -6423.18 0 -3910.4
23800 -6604.48 0 -3594.94
23850 -6770.31 0 -3271.05
23900 -6920.27 0 -2939.47
23950 -7054 0 -2600.99
24000 -7171.19 0 -2256.39
24050 -7271.55 0 -1906.48
24100 -7354.84 0 -1552.08
24150 -7420.87 0 -1194.04
24200 -7469.46 0 -833.182
24250 -7500.51 0 -470.363
24300 -7513.93 0 -106.437
24350 -7509.69 0 257.741
24400 -7487.79 0 621.311
24450 -7448.29 0 983.416
24500 -7391.26 0 1343.2
24550 -7316.86 0 1699.82
24600 -7225.23 0 2052.43
24650 -7116.61 0 2400.21
24700 -6991.24 0 2742.32
24750 -6849.42 0 3077.96
24800 -6691.48 0 3406.34
24850 -6517.79 0 3726.68
24900 -6328.76 0 4038.24
24950 -6124.84 0 4340.27
25000 -5906.5 0 4632.06
25050 -5674.27 0 4912.92
25100 -5428.68 0 5182.2
25150 -5170.32 0 5439.25
25200 -4899.79 0 5683.48
25250 -4617.74 0 5914.3
25300 -4324.82 0 6131.18
25350 -4021.73 0 6333.6
25400 -3709.18 0 6521.08
25450 -3387.9 0 6693.2
25500 -3058.66 0 6849.54
25550 -2722.23 0 6989.73
25600 -2379.39 0 7113.45
25650 -2030.97 0 7220.41
25700 -1677.76 0 7310.35
25750 -1320.61 0 7383.07
25800 -960.363 0 7438.38
25850 -597.854 0 7476.18
25900 -233.939 0 7496.36
25950 130.526 0 7498.87
26000 494.684 0 7483.72
26050 857.679 0 7450.94
26100 1218.66 0 7400.6
26150 1576.77 0 7332.82
26200 1931.18 0 7247.76
26250 2281.05 0 7145.63
26300 2625.55 0 7026.66
26350 2963.88 0 6891.13
26400 3295.25 0 6739.36
26450 3618.86 0 6571.7
26500 3933.97 0 6388.55
26550 4239.82 0 6190.34
26600 4535.7 0 5977.54
26650 4820.91 0 5750.64
26700 5094.78 0 5510.19
26750 5356.66 0 5256.74
26800 5605.94 0 4990.89
26850 5842.04 0 4713.27
26900 6064.38 0 4424.54
26950 6272.46 0 4125.37
27000 6465.77 0 3816.47
27050 6643.87 0 3498.57
27100 6806.33 0 3172.41
27150 6952.78 0 2838.78
27200 7082.87 0 2498.45
27250 7196.3 0 2152.22
27300 7292.79 0 1800.93
27350 7372.13 0 1445.38
27400 7434.13 0 1086.43
27450 7478.65 0 724.915
27500 7505.58 0 361.693
27550 7514.87 0 -2.38197
27600 7506.49 0 -366.451
27650 7480.48 0 -729.657
27700 7436.89 0 -1091.14
27750 7375.83 0 -1450.06
27800 7297.46 0 -1805.57
27850 7201.96 0 -2156.83
27900 7089.57 0 -2503.02
27950 6960.54 0 -2843.32
28000 6815.2 0 -3176.94
28050 6653.88 0 -3503.1
28100 6476.97 0 -3821.03
28150 6284.89 0 -4129.99
28200 6078.1 0 -4429.26
28250 5857.09 0 -4718.14
28300 5622.37 0 -4995.96
28350 5374.51 0 -5262.06
28400 5114.09 0 -5515.85
28450 4841.72 0 -5756.71
28500 4558.04 0 -5984.1
28550 4263.71 0 -6197.48
28600 3959.44 0 -6396.36
28650 3645.93 0 -6580.29
28700 3323.91 0 -6748.83
28750 2994.15 0 -6901.6
28800 2657.4 0 -7038.24
28850 2314.46 0 -7158.43
28900 1966.13 0 -7261.91
28950 1613.21 0 -7348.44
29000 1256.54 0 -7417.8
29050 896.942 0 -7469.85
29100 535.255 0 -7504.46
29150 172.322 0 -7521.56
29200 -191.012 0 -7521.09
29250 -553.902 0 -7503.08
29300 -915.502 0 -7467.55
29350 -1274.97 0 -7414.59
29400 -1631.47 0 -7344.31
29450 -1984.17 0 -7256.9
29500 -2332.24 0 -7152.53
29550 -2674.88 0 -7031.46
29600 -3011.29 0 -6893.96
29650 -3340.67 0 -6740.35
29700 -3662.27 0 -6570.98
29750 -3975.32 0 -6386.25
29800 -4279.09 0 -6186.59
29850 -4572.88 0 -5972.45
29900 -4855.99 0 -5744.33
29950 -5127.76 0 -5502.76
30000 -5387.54 0 -5248.3
30050 -5634.73 0 -4981.55
30100 -5868.74 0 -4703.12
30150 -6089.03 0 -4413.66
30200 -6295.06 0 -4113.84
30250 -6486.35 0 -3804.38
30300 -6662.45 0 -3485.98
30350 -6822.94 0 -3159.39
30400 -6967.43 0 -2825.38
30450 -7095.58 0 -2484.72
30500 -7207.09 0 -2138.23
30550 -7301.69 0 -1786.71
30600 -7379.14 0 -1430.98
30650 -7439.27 0 -1071.88
30700 -7481.92 0 -710.262
30750 -7507 0 -346.969
30800 -7514.43 0 17.1409
30850 -7504.19 0 381.21
30900 -7476.31 0 744.381
30950 -7430.85 0 1105.8
31000 -7367.91 0 1464.61
31050 -7287.64 0 1819.96
31100 -7190.22 0 2171.03
31150 -7075.89 0 2516.97
31200 -6944.9 0 2856.98
31250 -6797.57 0 3190.24
31300 -6634.24 0 3515.99
31350 -6455.3 0 3833.43
31400 -6261.16 0 4141.84
31450 -6052.29 0 4440.47
31500 -5829.18 0 4728.63
31550 -5592.35 0 5005.64
31600 -5342.36 0 5270.84
31650 -5079.8 0 5523.6
31700 -4805.28 0 5763.34
31750 -4519.47 0 5989.49
31800 -4223.02 0 6201.52
31850 -3916.63 0 6398.93
31900 -3601.04 0 6581.24
31950 -3276.97 0 6748.05
32000 -2945.2 0 6898.95
32050 -2606.5 0 7033.59
32100 -2261.68 0 7151.65
32150 -1911.54 0 7252.85
32200 -1556.9 0 7336.97
32250 -1198.61 0 7403.8
32300 -837.492 0 7453.18
32350 -474.41 0 7485
32400 -110.212 0 7499.19
32450 254.244 0 7495.71
32500 618.103 0 7474.57
32550 980.509 0 7435.81
32600 1340.61 0 7379.54
32650 1697.56 0 7305.88
32700 2050.52 0 7215
32750 2398.66 0 7107.13
32800 2741.16 0 6982.5
32850 3077.21 0 6841.42
32900 3406.03 0 6684.22
32950 3726.84 0 6511.26
33000 4038.89 0 6322.95
33050 4341.43 0 6119.73
33100 4633.77 0 5902.09
33150 4915.2 0 5670.53
